Framework,Standardized Rule No,Contextual Title,Atomic Statutory Content
BLA,BLA Section 128,128. Deductions from wages for services rendered.- No deduction shall be made from the wages of a worker under section 1,"128. Deductions from wages for services rendered.- No deduction shall be made from the wages of a worker under section 125(2)(d) and (e) unless the house accommodation, facilities or services provided are accepted by the concerned worker according to the terms of employment or otherwise, and such deduction shall not, in no circumstances, exceed the value of the house accommodation, facilities or service provided, and in the case of deduction under clause (e) it shall be subject to such conditions as the Government may impose."
BLA,BLA Section 129,129. Deductions from wages for recovery of loans or advances.- All deductions under section 125(2) (f) shall be subject,"129. Deductions from wages for recovery of loans or advances.- All deductions under section 125(2) (f) shall be subject to the following conditions, namely:-"
BLA,BLA Section 129(a),129. Deductions from wages for recovery of loans or advances.- All deductions under section 125(2) (f) shall be subject,"(a) recovery of loan or advance given before employment shall be made from the first payment of wages for a complete wage period, but no such deduction shall be made from loan or advance given for traveling expenses;"
BLA,BLA Section 129(b),129. Deductions from wages for recovery of loans or advances.- All deductions under section 125(2) (f) shall be subject,(b) in what amount any loan or advance for the wages yet not earned may be given and in how many installments it may be recovered shall be determined subject to such rules as may be made by the Government in this behalf.
BLA,BLA Section 130,"130. Other deductions from wages.- All deductions from wages under section 125 (2) (j), (k) and (l) shall be subject to","130. Other deductions from wages.- All deductions from wages under section 125 (2) (j), (k) and (l) shall be subject to such conditions as the Government may impose."
BLA,BLA Section 131,"131. Payment of unpaid wages of the dead or missing workers.- (1) Subject to other provisions of this Chapter, all sums","131. Payment of unpaid wages of the dead or missing workers.- (1) Subject to other provisions of this Chapter, all sums payable to a worker as wages shall, if not possible to be paid due to his death or on account of his whereabouts not being known,-"
BLA,BLA Section 131(a),"131. Payment of unpaid wages of the dead or missing workers.- (1) Subject to other provisions of this Chapter, all sums",(a) be paid to the person nominated by the concerned worker or to the legal heir or heirs of the worker in this behalf in accordance with the rules;
BLA,BLA Section 131(b),"131. Payment of unpaid wages of the dead or missing workers.- (1) Subject to other provisions of this Chapter, all sums","(b) in absence of nominated person or heir or it could not be possible to pay to the nominated person or heir for any reason next within 12 months, be deposited to the gWorkers Welfare Foundation Fundh of Bangladesh Workers Welfare Foundation."
BLA,BLA Section 131(2),"131. Payment of unpaid wages of the dead or missing workers.- (1) Subject to other provisions of this Chapter, all sums","(2) When within ten years time from the date of deposit of this money in the Workersf Welfare Fund, the concerned nominated person or heir is not available the deposited money shall be considered to be the money of Bangladesh Workers Welfare Foundation of its own."
BLA,BLA Section 132,132. Claims arising out of deductions from wages or delay in payment of wages.- (1) Where any deduction is made from the,"132. Claims arising out of deductions from wages or delay in payment of wages.- (1) Where any deduction is made from the wages of a worker breaching the provisions of this Act or the wages of a worker is not paid or payment of his wages or gratuity payable under any rule or dues from the provident fund is delayed, he or, in the case of his death, any of his heirs or any legal representative may apply to the Labour Court for recovery of wages or arrear or delayed wages or other dues. Provided that any such application may be presented after the expiry of the said period also, if the applicant may satisfy the Labour Court that he had sufficient cause for not making the application within such period. on the applicant of an amount not exceeding taka 200 (two hundred) and direct to pay the same to the employer or the person responsible for the payment of wages."
BLA,BLA Section 132(2),132. Claims arising out of deductions from wages or delay in payment of wages.- (1) Where any deduction is made from the,"(2) Such application shall be submitted to the Labour Court within which jurisdiction the place where the concerned worker was working or where the wages would have been paid to him situates within 12 (twelve) months from the date of deduction of wages or, as the case may be, from the date when the wages became due:"
